hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,94,2016,November,45,3,1,3,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,1,Check-Out,2016-11-07
City Hotel,1,15,2016,October,41,6,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,145.0,0,0,Canceled,2016-09-21
Resort Hotel,0,244,2017,July,26,1,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,99.0,0,2,Check-Out,2017-07-08
City Hotel,1,125,2016,September,39,20,1,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,143.1,0,0,Canceled,2016-05-23
City Hotel,0,23,2016,February,7,7,2,1,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,66.0,0,0,Check-Out,2016-02-10
City Hotel,1,454,2016,October,41,6,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
Resort Hotel,0,207,2017,March,11,16,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,37.8,0,3,Check-Out,2017-03-20
City Hotel,1,125,2016,July,30,20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,16.0,,0,Transient-Party,72.25,0,0,Canceled,2016-07-04
City Hotel,0,15,2016,August,34,17,0,1,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,124.0,0,1,Check-Out,2016-08-18
Resort Hotel,0,114,2017,May,20,18,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Transient,78.85,0,0,Check-Out,2017-05-25
Resort Hotel,1,22,2016,April,15,9,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,,0,Transient-Party,35.1,0,0,Canceled,2016-03-18
Resort Hotel,0,30,2016,May,20,8,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,,0,Transient,93.0,1,0,Check-Out,2016-05-11
Resort Hotel,0,31,2017,April,15,13,0,3,1,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient-Party,127.0,0,2,Check-Out,2017-04-16
Resort Hotel,0,58,2015,July,31,31,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,129.0,0,0,Check-Out,2015-08-03
City Hotel,0,11,2016,March,10,5,2,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,64.8,0,0,Check-Out,2016-03-08
City Hotel,0,63,2016,September,37,6,0,0,2,0.0,1,SC,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,0.0,0,2,Check-Out,2016-09-06
City Hotel,0,82,2017,February,7,12,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,68.47,0,1,Check-Out,2017-02-15
Resort Hotel,0,54,2016,November,49,27,2,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,55.8,0,2,Check-Out,2016-12-02
City Hotel,1,148,2017,May,18,4,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,171.0,,0,Transient,95.0,0,0,Canceled,2016-12-07
City Hotel,0,208,2017,May,21,24,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,114.4,0,0,Check-Out,2017-05-26
City Hotel,1,25,2017,June,23,4,2,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,195.0,0,1,Canceled,2017-05-16
Resort Hotel,0,7,2016,May,23,30,1,0,2,0.0,1,HB,PRT,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240.0,,0,Transient,101.0,1,1,Check-Out,2016-05-31
Resort Hotel,0,59,2015,July,29,18,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,8.0,,0,Contract,132.5,0,0,Check-Out,2015-07-23
City Hotel,0,116,2016,November,47,17,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.0,0,1,Check-Out,2016-11-20
City Hotel,0,377,2016,October,42,14,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,90.0,0,0,Check-Out,2016-10-16
City Hotel,0,1,2016,December,53,25,2,0,4,0.0,0,BB,USA,Online TA,Direct,0,0,0,F,F,1,No Deposit,,,0,Transient,120.0,0,2,Check-Out,2016-12-27
City Hotel,1,163,2017,June,26,29,0,3,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,122.7,0,0,Canceled,2017-06-02
City Hotel,0,102,2017,April,17,24,1,3,1,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,A,1,No Deposit,,424.0,0,Transient-Party,90.0,0,0,Check-Out,2017-04-28
Resort Hotel,0,67,2015,October,42,11,2,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,61.4,0,1,Check-Out,2015-10-15
Resort Hotel,0,5,2016,April,18,26,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,269.0,0,Transient,51.0,1,0,Check-Out,2016-04-29
Resort Hotel,0,52,2016,November,46,10,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,46.8,0,2,Check-Out,2016-11-13
City Hotel,0,72,2016,June,27,26,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,89.0,,0,Transient,75.82,0,0,Check-Out,2016-06-30
Resort Hotel,1,2,2017,April,16,21,1,2,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,185.33,0,0,Canceled,2017-04-19
Resort Hotel,0,0,2017,January,4,27,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,250.0,,0,Transient-Party,93.0,0,0,Check-Out,2017-01-30
Resort Hotel,0,4,2016,May,19,7,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,330.0,,0,Transient,68.0,0,0,Check-Out,2016-05-08
City Hotel,1,51,2016,March,11,9,2,6,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,63.75,0,0,Canceled,2016-01-28
City Hotel,0,187,2016,July,30,19,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,,0,Transient,105.3,0,0,Check-Out,2016-07-21
Resort Hotel,0,8,2017,April,16,21,0,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,,367.0,0,Transient,0.0,1,1,Check-Out,2017-04-22
Resort Hotel,1,183,2016,April,16,16,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,298.0,,0,Transient-Party,85.0,0,0,Canceled,2016-03-16
Resort Hotel,0,33,2015,August,35,29,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,131.5,1,2,Check-Out,2015-09-04
City Hotel,0,72,2015,September,37,11,0,2,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,30.0,,0,Transient-Party,98.0,0,0,Check-Out,2015-09-13
Resort Hotel,0,5,2016,March,10,1,0,5,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient-Party,66.0,0,0,Check-Out,2016-03-06
Resort Hotel,0,17,2017,March,10,9,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient-Party,56.7,0,0,Check-Out,2017-03-12
Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
City Hotel,1,355,2015,October,41,7,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,60.0,0,0,Canceled,2015-07-02
City Hotel,0,183,2017,May,22,28,2,0,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,139.5,0,1,Check-Out,2017-05-30
City Hotel,0,9,2016,November,45,2,2,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,113.0,0,1,Check-Out,2016-11-08
Resort Hotel,0,46,2016,May,21,20,0,1,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,73.15,1,1,Check-Out,2016-05-21
Resort Hotel,0,70,2016,March,13,23,0,4,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,94.5,0,0,Check-Out,2016-03-27
Resort Hotel,0,51,2015,August,34,21,2,4,3,0.0,0,HB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,248.0,0,1,Check-Out,2015-08-27
City Hotel,1,62,2016,November,48,22,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.6,0,2,Canceled,2016-11-02
City Hotel,0,208,2017,August,31,2,0,1,2,0.0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,157.0,0,1,Check-Out,2017-08-03
City Hotel,1,107,2016,April,16,14,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,102.3,0,1,Canceled,2016-03-08
City Hotel,0,35,2016,February,9,26,1,2,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,86.9,0,1,Check-Out,2016-02-29
City Hotel,0,102,2015,October,42,16,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Check-Out,2015-10-18
Resort Hotel,0,1,2016,November,47,16,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,127.0,,0,Transient,54.0,1,0,Check-Out,2016-11-17
City Hotel,0,71,2017,May,19,13,2,2,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,2,Check-Out,2017-05-17
Resort Hotel,0,26,2016,September,39,24,2,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,135.9,0,2,Check-Out,2016-09-29
City Hotel,1,63,2017,April,15,9,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0,Canceled,2017-02-12
City Hotel,0,82,2016,April,16,11,1,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,80.75,0,0,Check-Out,2016-04-14
City Hotel,0,19,2017,January,2,13,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,82.88,0,2,Check-Out,2017-01-17
City Hotel,1,482,2016,November,45,3,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0,Canceled,2015-10-21
City Hotel,1,177,2017,June,26,26,1,2,3,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,153.0,0,2,Canceled,2017-01-04
Resort Hotel,0,179,2016,September,40,30,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,110.33,1,1,Check-Out,2016-10-03
City Hotel,1,72,2016,October,43,18,0,3,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,151.2,0,1,Canceled,2016-09-09
Resort Hotel,0,14,2016,November,47,14,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Transient,58.65,0,0,Check-Out,2016-11-21
City Hotel,1,358,2016,June,27,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
Resort Hotel,0,0,2017,March,13,29,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,9,A,D,0,No Deposit,,47.0,0,Transient,35.0,1,0,Check-Out,2017-03-30
City Hotel,1,29,2016,April,16,14,1,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.53,0,0,Canceled,2016-03-27
Resort Hotel,0,1,2015,December,51,16,0,0,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,0,A,D,0,No Deposit,240.0,,0,Transient,0.0,0,1,Check-Out,2015-12-16
Resort Hotel,1,41,2016,February,8,15,1,3,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,76.0,0,0,Canceled,2016-02-15
City Hotel,0,16,2016,May,20,8,2,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,80.75,0,0,Check-Out,2016-05-12
City Hotel,1,305,2016,November,45,4,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,0,Transient,89.0,0,0,Canceled,2016-02-01
City Hotel,0,8,2016,July,31,26,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,B,0,No Deposit,,40.0,0,Transient,75.0,0,0,Check-Out,2016-07-27
City Hotel,0,40,2016,March,11,7,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,73.1,0,1,Check-Out,2016-03-10
City Hotel,0,95,2015,September,38,18,1,2,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,89.25,0,2,Check-Out,2015-09-21
City Hotel,0,158,2017,March,13,27,1,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,95.0,0,1,Check-Out,2017-03-29
Resort Hotel,0,14,2016,March,11,7,1,4,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,,0,Transient,45.0,0,1,Check-Out,2016-03-12
City Hotel,0,82,2016,July,28,3,2,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,7.0,,0,Transient,112.96,0,1,Check-Out,2016-07-07
City Hotel,1,166,2016,November,45,1,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,110.0,0,0,Canceled,2016-07-13
Resort Hotel,1,123,2017,July,28,15,2,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,212.0,0,1,Canceled,2017-04-08
City Hotel,0,8,2016,August,35,22,1,1,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,128.0,0,1,Check-Out,2016-08-24
Resort Hotel,0,16,2017,May,19,11,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,,0,Transient,170.0,0,1,Check-Out,2017-05-18
Resort Hotel,1,18,2017,June,25,21,1,4,2,0.0,0,BB,IDN,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,,0,Transient,222.0,0,2,Canceled,2017-06-12
Resort Hotel,0,55,2017,July,29,21,4,11,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,207.67,0,0,Check-Out,2017-08-05
City Hotel,0,97,2015,December,53,30,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,28.0,,0,Transient,61.0,0,0,Check-Out,2016-01-03
Resort Hotel,0,60,2016,August,34,20,2,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient-Party,237.67,0,1,Check-Out,2016-08-26
Resort Hotel,1,145,2016,May,22,28,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,147.0,,0,Transient-Party,59.3,0,1,Canceled,2016-01-05
City Hotel,0,7,2016,May,21,16,1,0,1,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,0,Transient,78.8,0,0,Check-Out,2016-05-17
City Hotel,0,0,2016,January,2,6,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,94.0,,0,Transient,45.0,0,1,Check-Out,2016-01-08
City Hotel,1,261,2015,October,42,16,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,120.0,0,0,Canceled,2015-07-08
City Hotel,1,293,2015,August,32,6,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01
City Hotel,0,31,2016,November,47,13,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,1,Check-Out,2016-11-17
City Hotel,0,90,2017,March,10,9,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,2,Check-Out,2017-03-11
City Hotel,0,209,2016,September,38,17,2,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.85,0,2,Check-Out,2016-09-21
City Hotel,1,57,2016,November,46,11,1,2,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.2,0,2,Canceled,2016-09-16
City Hotel,1,137,2016,January,5,27,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29.0,,45,Transient,70.0,0,0,Canceled,2015-10-27
Resort Hotel,0,5,2015,November,48,26,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,2,A,A,0,No Deposit,240.0,,0,Transient,4.0,0,1,Check-Out,2015-11-27
Resort Hotel,0,79,2015,July,30,20,1,3,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,115.0,0,3,Check-Out,2015-07-24
City Hotel,0,11,2017,February,7,12,2,1,2,0.0,0,BB,LUX,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,77.0,0,0,Check-Out,2017-02-15
City Hotel,1,31,2017,July,30,29,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,170.0,0,1,Canceled,2017-06-28
City Hotel,1,336,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06
Resort Hotel,1,104,2015,August,36,30,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,161.29,0,1,Canceled,2015-08-06
City Hotel,1,178,2017,May,20,19,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,0,Canceled,2017-05-03
City Hotel,0,127,2017,May,21,26,1,2,2,0.0,1,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,28.0,,0,Transient,85.0,0,1,Check-Out,2017-05-29
Resort Hotel,0,108,2015,September,37,10,2,3,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,82.44,0,1,Check-Out,2015-09-15
City Hotel,0,206,2017,August,31,3,1,3,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,123.3,0,0,Check-Out,2017-08-07
Resort Hotel,1,124,2016,October,43,22,2,2,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,1,No Deposit,,,0,Transient-Party,75.0,0,0,Canceled,2016-10-03
City Hotel,1,122,2017,August,33,14,1,2,3,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,195.0,0,0,Canceled,2017-04-18
City Hotel,0,18,2016,February,7,7,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,82.8,0,1,Check-Out,2016-02-10
City Hotel,1,119,2016,August,33,7,4,6,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,155.7,0,0,Canceled,2016-04-13
City Hotel,0,41,2017,August,34,22,0,2,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10.0,,0,Transient,95.0,0,0,Check-Out,2017-08-24
City Hotel,0,0,2015,October,41,5,1,0,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,109.0,0,0,Check-Out,2015-10-06
City Hotel,0,1,2016,August,34,17,0,1,1,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,152.0,,0,Transient,78.41,0,0,Check-Out,2016-08-18
City Hotel,0,41,2016,September,39,22,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,118.96,0,2,Check-Out,2016-09-26
City Hotel,0,12,2016,October,43,21,0,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,1,Check-Out,2016-10-23
City Hotel,0,63,2016,January,4,19,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,19.0,,0,Transient-Party,71.0,0,0,Check-Out,2016-01-21
City Hotel,0,60,2016,February,9,26,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,83.3,0,1,Check-Out,2016-02-29
Resort Hotel,0,169,2016,March,14,31,1,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,0,Refundable,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-04-04
City Hotel,1,10,2016,March,11,7,1,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.0,0,0,Canceled,2016-03-04
City Hotel,1,49,2015,September,36,2,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13.0,,0,Transient-Party,76.5,0,0,Canceled,2015-07-16
City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,140.0,0,0,Canceled,2015-07-03
Resort Hotel,1,191,2016,June,26,20,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0,0,Canceled,2016-06-02
Resort Hotel,0,105,2015,November,47,18,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,65,Transient-Party,69.0,0,0,Check-Out,2015-11-24
City Hotel,1,10,2017,February,7,17,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Contract,68.0,0,0,Canceled,2017-02-07
Resort Hotel,1,40,2016,March,13,26,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,73.67,0,0,Canceled,2016-03-15
City Hotel,0,39,2015,August,33,14,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,87.0,0,0,Check-Out,2015-08-16
City Hotel,1,174,2015,October,41,10,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,70.0,0,0,Canceled,2015-08-31
City Hotel,1,26,2016,December,51,12,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,154.0,,0,Transient,75.0,0,0,Canceled,2016-11-29
City Hotel,1,37,2016,October,42,13,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,0,Transient-Party,105.0,0,0,Canceled,2016-09-06
City Hotel,1,325,2017,July,28,15,1,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.5,0,2,Canceled,2016-11-22
City Hotel,1,99,2016,February,8,19,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,,67.0,0,Transient-Party,80.0,0,0,Canceled,2015-12-22
City Hotel,0,7,2016,October,43,20,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,123.2,0,1,Check-Out,2016-10-23
City Hotel,1,58,2016,April,16,13,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0,0,Canceled,2016-02-16
City Hotel,0,133,2017,July,27,7,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,2,Check-Out,2017-07-10
Resort Hotel,1,66,2015,December,49,5,1,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,155.0,,0,Transient-Party,64.0,0,0,Canceled,2015-12-02
Resort Hotel,0,129,2015,August,32,6,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,,,0,Transient-Party,118.5,0,1,Check-Out,2015-08-09
